"Granule Name","Platform","Sensor","Beam Mode","Beam Mode Description","Orbit","Path Number","Frame Number","Acquisition Date","Processing Date","Processing Level","Start Time","End Time","Center Lat","Center Lon","Near Start Lat","Near Start Lon","Far Start Lat","Far Start Lon","Near End Lat","Near End Lon","Far End Lat","Far End Lon","Faraday Rotation","Ascending or Descending?","URL","Size (MB)","Off Nadir Angle","Stack Size","Doppler","GroupID","Pointing Angle","TemporalBaseline","PerpendicularBaseline","relativeBurstID","absoluteBurstID","fullBurstID","burstIndex","azimuthTime","azimuthAnxTime","samplesPerBurst","subswath"
"S1A_IW_SLC__1SDV_20241208T101714_20241208T101740_056899_06FCF4_AEC9","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","56899","127","658","2024-12-08T10:17:40.755613Z","2024-12-08T10:17:14Z","SLC","2024-12-08T10:17:14Z","2024-12-08T10:17:40Z","-19.8865","-71.7256","-19.373896","-70.347755","-18.823391","-72.697655","-20.944941","-70.739227","-20.386518","-73.114044","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20241208T101714_20241208T101740_056899_06FCF4_AEC9.zip","3267.641142845154","","","0","S1A_IWDV_0657_0663_056899_127","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20241208T101649_20241208T101716_056899_06FCF4_4B2D","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","56899","127","653","2024-12-08T10:17:16.759048Z","2024-12-08T10:16:49Z","SLC","2024-12-08T10:16:49Z","2024-12-08T10:17:16Z","-18.4205","-71.3516","-17.879152","-69.982628","-17.335871","-72.310898","-19.501085","-70.379143","-18.949953","-72.73098","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20241208T101649_20241208T101716_056899_06FCF4_4B2D.zip","3395.1695261001587","","","0","S1A_IWDV_0652_0658_056899_127","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20241220T101713_20241220T101739_057074_0703F6_D5EE","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","57074","127","658","2024-12-20T10:17:39.448063Z","2024-12-20T10:17:13Z","SLC","2024-12-20T10:17:13Z","2024-12-20T10:17:39Z","-19.8865","-71.725","-19.374027","-70.347305","-18.823566","-72.697113","-20.944708","-70.73867","-20.386333","-73.113388","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20241220T101713_20241220T101739_057074_0703F6_D5EE.zip","3189.4815855026245","","","0","S1A_IWDV_0657_0663_057074_127","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20241220T101648_20241220T101715_057074_0703F6_0153","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","57074","127","653","2024-12-20T10:17:15.472054Z","2024-12-20T10:16:48Z","SLC","2024-12-20T10:16:48Z","2024-12-20T10:17:15Z","-18.4209","-71.3512","-17.878902","-69.982101","-17.335667","-72.310272","-19.502083","-70.378906","-18.950991","-72.730659","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20241220T101648_20241220T101715_057074_0703F6_0153.zip","3292.094925880432","","","0","S1A_IWDV_0652_0658_057074_127","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20250101T101712_20250101T101738_057249_070ADD_A738","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","57249","127","658","2025-01-01T10:17:38.516206Z","2025-01-01T10:17:12Z","SLC","2025-01-01T10:17:12Z","2025-01-01T10:17:38Z","-19.8868","-71.7252","-19.373987","-70.347427","-18.823566","-72.69725","-20.945293","-70.738907","-20.386955","-73.113663","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250101T101712_20250101T101738_057249_070ADD_A738.zip","3156.0003604888916","","","0","S1A_IWDV_0657_0663_057249_127","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20250101T101647_20250101T101714_057249_070ADD_CF21","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","57249","127","653","2025-01-01T10:17:14.507309Z","2025-01-01T10:16:47Z","SLC","2025-01-01T10:16:47Z","2025-01-01T10:17:14Z","-18.4204","-71.3512","-17.87923","-69.982338","-17.336033","-72.310539","-19.500683","-70.378693","-18.949636","-72.730438","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250101T101647_20250101T101714_057249_070ADD_CF21.zip","3362.259922027588","","","0","S1A_IWDV_0652_0658_057249_127","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20250113T101711_20250113T101737_057424_0711C7_AF57","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","57424","127","658","2025-01-13T10:17:37.475957Z","2025-01-13T10:17:11Z","SLC","2025-01-13T10:17:11Z","2025-01-13T10:17:37Z","-19.8871","-71.7252","-19.374315","-70.347473","-18.823906","-72.697227","-20.945625","-70.73896","-20.387299","-73.11364","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250113T101711_20250113T101737_057424_0711C7_AF57.zip","3064.5899744033813","","","0","S1A_IWDV_0657_0663_057424_127","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20250113T101646_20250113T101713_057424_0711C7_198E","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","57424","127","653","2025-01-13T10:17:13.483504Z","2025-01-13T10:16:46Z","SLC","2025-01-13T10:16:46Z","2025-01-13T10:17:13Z","-18.4212","-71.3513","-17.879429","-69.982353","-17.336245","-72.310471","-19.502001","-70.378983","-18.950962","-72.730675","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250113T101646_20250113T101713_057424_0711C7_198E.zip","3337.460645675659","","","0","S1A_IWDV_0652_0658_057424_127","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20250125T101710_20250125T101736_057599_0718BB_62A6","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","57599","127","658","2025-01-25T10:17:36.723541Z","2025-01-25T10:17:10Z","SLC","2025-01-25T10:17:10Z","2025-01-25T10:17:36Z","-19.8866","-71.7253","-19.373934","-70.347481","-18.82346","-72.697296","-20.945236","-70.738991","-20.386843","-73.113739","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250125T101710_20250125T101736_057599_0718BB_62A6.zip","3263.4557151794434","","","0","S1A_IWDV_0657_0663_057599_127","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20250125T101645_20250125T101712_057599_0718BB_BD23","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","57599","127","653","2025-01-25T10:17:12.731088Z","2025-01-25T10:16:45Z","SLC","2025-01-25T10:16:45Z","2025-01-25T10:17:12Z","-18.4208","-71.3514","-17.879303","-69.982399","-17.336061","-72.310555","-19.501619","-70.37899","-18.950521","-72.730721","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250125T101645_20250125T101712_057599_0718BB_BD23.zip","3383.5536003112793","","","0","S1A_IWDV_0652_0658_057599_127","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20250206T101710_20250206T101736_057774_071FA9_2D70","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","57774","127","658","2025-02-06T10:17:36.247465Z","2025-02-06T10:17:10Z","SLC","2025-02-06T10:17:10Z","2025-02-06T10:17:36Z","-19.8864","-71.7261","-19.37396","-70.348366","-18.823429","-72.698242","-20.944759","-70.739777","-20.386311","-73.114578","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250206T101710_20250206T101736_057774_071FA9_2D70.zip","3122.084568977356","","","0","S1A_IWDV_0657_0663_057774_127","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20250206T101645_20250206T101712_057774_071FA9_A184","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","57774","127","653","2025-02-06T10:17:12.263234Z","2025-02-06T10:16:45Z","SLC","2025-02-06T10:16:45Z","2025-02-06T10:17:12Z","-18.4208","-71.3523","-17.879337","-69.983261","-17.336031","-72.311501","-19.501644","-70.379883","-18.950483","-72.731697","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250206T101645_20250206T101712_057774_071FA9_A184.zip","3334.275502204895","","","0","S1A_IWDV_0652_0658_057774_127","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20250218T101709_20250218T101735_057949_0726B3_0652","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","57949","127","658","2025-02-18T10:17:35.551285Z","2025-02-18T10:17:09Z","SLC","2025-02-18T10:17:09Z","2025-02-18T10:17:35Z","-19.8868","-71.7253","-19.374023","-70.347412","-18.823488","-72.697258","-20.945564","-70.739014","-20.387108","-73.1138","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250218T101709_20250218T101735_057949_0726B3_0652.zip","3270.2215480804443","","","0","S1A_IWDV_0657_0663_057949_127","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20250218T101644_20250218T101711_057949_0726B3_40B5","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","57949","127","653","2025-02-18T10:17:11.552665Z","2025-02-18T10:16:44Z","SLC","2025-02-18T10:16:44Z","2025-02-18T10:17:11Z","-18.4209","-71.3513","-17.879524","-69.982338","-17.336214","-72.310547","-19.501585","-70.378891","-18.950418","-72.730682","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250218T101644_20250218T101711_057949_0726B3_40B5.zip","3414.3848361968994","","","0","S1A_IWDV_0652_0658_057949_127","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20250302T101709_20250302T101735_058124_072DD9_9BBD","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","58124","127","658","2025-03-02T10:17:35.581276Z","2025-03-02T10:17:09Z","SLC","2025-03-02T10:17:09Z","2025-03-02T10:17:35Z","-19.8868","-71.7257","-19.374014","-70.347778","-18.823479","-72.697739","-20.945553","-70.739349","-20.387094","-73.114258","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250302T101709_20250302T101735_058124_072DD9_9BBD.zip","3224.371946334839","","","0","S1A_IWDV_0657_0663_058124_127","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20250302T101644_20250302T101711_058124_072DD9_42BC","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","58124","127","653","2025-03-02T10:17:11.578545Z","2025-03-02T10:16:44Z","SLC","2025-03-02T10:16:44Z","2025-03-02T10:17:11Z","-18.4207","-71.3517","-17.879393","-69.982697","-17.336082","-72.31102","-19.501328","-70.379196","-18.950163","-72.731094","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250302T101644_20250302T101711_058124_072DD9_42BC.zip","3398.848545074463","","","0","S1A_IWDV_0652_0658_058124_127","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20250314T101709_20250314T101735_058299_0734EA_7C74","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","58299","127","658","2025-03-14T10:17:35.721004Z","2025-03-14T10:17:09Z","SLC","2025-03-14T10:17:09Z","2025-03-14T10:17:35Z","-19.8872","-71.7258","-19.374039","-70.347847","-18.823534","-72.697769","-20.946323","-70.739594","-20.387892","-73.114464","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250314T101709_20250314T101735_058299_0734EA_7C74.zip","3062.0390310287476","","","0","S1A_IWDV_0657_0663_058299_127","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20250314T101644_20250314T101711_058299_0734EA_B786","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","58299","127","653","2025-03-14T10:17:11.710051Z","2025-03-14T10:16:44Z","SLC","2025-03-14T10:16:44Z","2025-03-14T10:17:11Z","-18.4205","-71.3517","-17.87867","-69.982605","-17.335388","-72.310898","-19.5016","-70.379326","-18.950457","-72.731216","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250314T101644_20250314T101711_058299_0734EA_B786.zip","3330.527807235718","","","0","S1A_IWDV_0652_0658_058299_127","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20250326T101709_20250326T101735_058474_073BCB_1B8D","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","58474","127","658","2025-03-26T10:17:35.499677Z","2025-03-26T10:17:09Z","SLC","2025-03-26T10:17:09Z","2025-03-26T10:17:35Z","-19.8865","-71.7234","-19.373968","-70.345535","-18.823421","-72.69561","-20.945011","-70.736969","-20.386543","-73.111977","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250326T101709_20250326T101735_058474_073BCB_1B8D.zip","3314.525661468506","","","0","S1A_IWDV_0658_0663_058474_127","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20250326T101644_20250326T101711_058474_073BCB_8D5B","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","58474","127","653","2025-03-26T10:17:11.507224Z","2025-03-26T10:16:44Z","SLC","2025-03-26T10:16:44Z","2025-03-26T10:17:11Z","-18.4209","-71.3496","-17.879719","-69.98056","-17.336397","-72.308998","-19.501406","-70.376984","-18.950228","-72.728996","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250326T101644_20250326T101711_058474_073BCB_8D5B.zip","3367.3249731063843","","","0","S1A_IWDV_0653_0658_058474_127","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20250407T101710_20250407T101736_058649_0742F3_C1F7","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","58649","127","658","2025-04-07T10:17:36.281045Z","2025-04-07T10:17:10Z","SLC","2025-04-07T10:17:10Z","2025-04-07T10:17:36Z","-19.8864","-71.7259","-19.373644","-70.348068","-18.823149","-72.697906","-20.945072","-70.739594","-20.386654","-73.114372","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250407T101710_20250407T101736_058649_0742F3_C1F7.zip","3242.368227958679","","","0","S1A_IWDV_0657_0663_058649_127","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20250407T101645_20250407T101712_058649_0742F3_7405","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","58649","127","653","2025-04-07T10:17:12.292702Z","2025-04-07T10:16:45Z","SLC","2025-04-07T10:16:45Z","2025-04-07T10:17:12Z","-18.4208","-71.352","-17.879135","-69.983032","-17.335865","-72.311226","-19.501701","-70.379669","-18.950573","-72.731453","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250407T101645_20250407T101712_058649_0742F3_7405.zip","3445.702021598816","","","0","S1A_IWDV_0652_0658_058649_127","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20250419T101710_20250419T101736_058824_074A1A_E038","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","58824","127","658","2025-04-19T10:17:36.270577Z","2025-04-19T10:17:10Z","SLC","2025-04-19T10:17:10Z","2025-04-19T10:17:36Z","-19.8864","-71.7242","-19.373671","-70.346222","-18.823103","-72.696465","-20.945198","-70.737755","-20.386707","-73.112946","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250419T101710_20250419T101736_058824_074A1A_E038.zip","3143.7008934020996","","","0","S1A_IWDV_0657_0663_058824_127","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20250419T101645_20250419T101712_058824_074A1A_4A01","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","58824","127","653","2025-04-19T10:17:12.269901Z","2025-04-19T10:16:45Z","SLC","2025-04-19T10:16:45Z","2025-04-19T10:17:12Z","-18.4205","-71.3503","-17.879183","-69.981216","-17.335842","-72.309807","-19.501106","-70.37767","-18.949909","-72.729851","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250419T101645_20250419T101712_058824_074A1A_4A01.zip","3402.9824028015137","","","0","S1A_IWDV_0652_0658_058824_127","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20250501T101710_20250501T101736_058999_07513B_5A6C","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","58999","127","658","2025-05-01T10:17:36.865852Z","2025-05-01T10:17:10Z","SLC","2025-05-01T10:17:10Z","2025-05-01T10:17:36Z","-19.9095","-71.731","-19.39677","-70.352867","-18.846203","-72.703186","-20.968307","-70.744476","-20.409809","-73.119781","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250501T101710_20250501T101736_058999_07513B_5A6C.zip","3269.7231769561768","","","0","S1A_IWDV_0657_0663_058999_127","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20250501T101645_20250501T101712_058999_07513B_1B38","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","58999","127","653","2025-05-01T10:17:12.871344Z","2025-05-01T10:16:45Z","SLC","2025-05-01T10:16:45Z","2025-05-01T10:17:12Z","-18.4437","-71.357","-17.902275","-69.987785","-17.358936","-72.316429","-19.524578","-70.384407","-18.973379","-72.736679","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250501T101645_20250501T101712_058999_07513B_1B38.zip","3440.8358659744263","","","0","S1A_IWDV_0652_0659_058999_127","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20250513T101710_20250513T101736_059174_0757B4_0B99","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","59174","127","658","2025-05-13T10:17:36.204647Z","2025-05-13T10:17:10Z","SLC","2025-05-13T10:17:10Z","2025-05-13T10:17:36Z","-19.8864","-71.7244","-19.373846","-70.34655","-18.823431","-72.696648","-20.944904","-70.737869","-20.38657","-73.112907","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250513T101710_20250513T101736_059174_0757B4_0B99.zip","3111.384976387024","","","0","S1A_IWDV_0658_0663_059174_127","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20250513T101645_20250513T101712_059174_0757B4_A68D","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","59174","127","653","2025-05-13T10:17:12.212194Z","2025-05-13T10:16:45Z","SLC","2025-05-13T10:16:45Z","2025-05-13T10:17:12Z","-18.4203","-71.3505","-17.878592","-69.981438","-17.335407","-72.309875","-19.501284","-70.377991","-18.950239","-72.730026","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250513T101645_20250513T101712_059174_0757B4_A68D.zip","3227.867289543152","","","0","S1A_IWDV_0652_0658_059174_127","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20250525T101709_20250525T101735_059349_075DC1_4E48","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","59349","127","658","2025-05-25T10:17:35.741306Z","2025-05-25T10:17:09Z","SLC","2025-05-25T10:17:09Z","2025-05-25T10:17:35Z","-19.8868","-71.7239","-19.37381","-70.345963","-18.823414","-72.696098","-20.94561","-70.73745","-20.387291","-73.112541","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250525T101709_20250525T101735_059349_075DC1_4E48.zip","3053.1477794647217","","","0","S1A_IWDV_0657_0663_059349_127","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20250525T101644_20250525T101711_059349_075DC1_DC55","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","59349","127","653","2025-05-25T10:17:11.738576Z","2025-05-25T10:16:44Z","SLC","2025-05-25T10:16:44Z","2025-05-25T10:17:11Z","-18.4207","-71.3501","-17.879173","-69.981018","-17.336004","-72.309502","-19.501371","-70.377426","-18.950344","-72.729507","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250525T101644_20250525T101711_059349_075DC1_DC55.zip","3261.9543447494507","","","0","S1A_IWDV_0652_0658_059349_127","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20250606T101708_20250606T101735_059524_0763CF_607E","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","59524","127","658","2025-06-06T10:17:35.078900Z","2025-06-06T10:17:08Z","SLC","2025-06-06T10:17:08Z","2025-06-06T10:17:35Z","-19.8868","-71.7236","-19.374165","-70.345795","-18.823778","-72.695847","-20.945351","-70.737144","-20.387045","-73.112129","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250606T101708_20250606T101735_059524_0763CF_607E.zip","3152.571882247925","","","0","S1A_IWDV_0657_0663_059524_127","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20250606T101644_20250606T101711_059524_0763CF_7B4E","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","59524","127","653","2025-06-06T10:17:11.080280Z","2025-06-06T10:16:44Z","SLC","2025-06-06T10:16:44Z","2025-06-06T10:17:11Z","-18.4207","-71.3498","-17.879154","-69.980751","-17.335995","-72.309143","-19.501354","-70.377174","-18.95034","-72.729156","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250606T101644_20250606T101711_059524_0763CF_7B4E.zip","3339.0947303771973","","","0","S1A_IWDV_0652_0658_059524_127","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20250618T101708_20250618T101734_059699_0769C9_3D6F","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","59699","127","658","2025-06-18T10:17:34.311750Z","2025-06-18T10:17:08Z","SLC","2025-06-18T10:17:08Z","2025-06-18T10:17:34Z","-19.8864","-71.7231","-19.373791","-70.345253","-18.823383","-72.695335","-20.944851","-70.73658","-20.386522","-73.111603","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250618T101708_20250618T101734_059699_0769C9_3D6F.zip","3401.2402687072754","","","0","S1A_IWDV_0657_0663_059699_127","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20250618T101643_20250618T101710_059699_0769C9_841A","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","59699","127","653","2025-06-18T10:17:10.323409Z","2025-06-18T10:16:43Z","SLC","2025-06-18T10:16:43Z","2025-06-18T10:17:10Z","-18.4207","-71.3493","-17.879154","-69.980293","-17.335974","-72.308731","-19.501476","-70.376755","-18.950438","-72.728783","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250618T101643_20250618T101710_059699_0769C9_841A.zip","3507.97935962677","","","0","S1A_IWDV_0652_0658_059699_127","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20250630T101707_20250630T101733_059874_076FE2_7321","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","59874","127","658","2025-06-30T10:17:33.899441Z","2025-06-30T10:17:07Z","SLC","2025-06-30T10:17:07Z","2025-06-30T10:17:33Z","-19.8869","-71.7241","-19.3743","-70.346352","-18.823925","-72.696304","-20.94537","-70.737671","-20.387075","-73.112564","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250630T101707_20250630T101733_059874_076FE2_7321.zip","3181.7868518829346","","","0","S1A_IWDV_0658_0663_059874_127","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20250630T101642_20250630T101709_059874_076FE2_D89A","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","59874","127","653","2025-06-30T10:17:09.909043Z","2025-06-30T10:16:42Z","SLC","2025-06-30T10:16:42Z","2025-06-30T10:17:09Z","-18.421","-71.3503","-17.879406","-69.981331","-17.33626","-72.309631","-19.501862","-70.377815","-18.950857","-72.729713","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20250630T101642_20250630T101709_059874_076FE2_D89A.zip","3275.0860719680786","","","0","S1A_IWDV_0653_0658_059874_127","","","","","","","","","","",""
